Account_ID,Age,Marital_Status,Dependents,Client_Industry,Residency_Zip,State,Account_Status,Annual_Income,Liquidity_Needs,Investment_Experience,Risk_Tolerance,Investment_Goals,Time_Horizon,Exclusions,SRI_Preferences,Tax_Status
1d1556d77233,24,Single,0,Research & Consulting Services,33101,FL,True,181249,Short-Term (3-12 months),Experienced,Moderate,Income,Medium-term,Exclude Company: Waters Corporation (WAT) | Targa Resources (TRGP) | Old Dominion (ODFL),No specific preference,Taxable
69295ff542e6,31,Single,4,Specialized Consumer Services,19904,DE,True,1723991,Short-Term (3-12 months),Experienced,Moderate,Philanthropy,Short-term,Exclude Company: Invesco (IVZ),Prefer ESG in: Interactive Home Entertainment,Taxable
8b1ef98a682e,37,Married,4,"Technology Hardware, Storage & Peripherals",19901,DE,False,281167,Long-Term (5+ years),Experienced,Aggressive,Education,Medium-term,Exclude Company: Alphabet Inc. (Class A) (GOOGL),Prefer ESG in: Information Technology,Taxable
5ff31a8bc854,78,Married,4,Human Resource & Employment Services,96802,HI,True,107561,Long-Term (5+ years),Experienced,Conservative,Philanthropy,Short-term,Exclude Company: Exelon (EXC) | Old Dominion (ODFL),Prefer ESG in: Construction & Engineering,Taxable
b1eec42e00d5,42,Married,3,Distillers & Vintners,72203,AR,True,1728502,Long-Term (5+ years),Limited,Aggressive,Retirement,Medium-term,Exclude Sector: Materials,No specific preference,Tax-deferred
e2d789ad12b8,52,Married,2,Commodity Chemicals,97301,OR,False,431430,Medium-Term (1-5 years),Sophisticated,Conservative,Income,Medium-term,None,Prefer ESG: Fox Corporation (Class A) (FOXA),Tax-deferred
78663db15bd2,60,Married,0,Oil & Gas Equipment & Services,02802,RI,False,1972791,Medium-Term (1-5 years),Experienced,Aggressive,Income,Short-term,None,No specific preference,Taxable
1c9759696f0f,64,Married,3,IT Consulting & Other Services,58104,ND,False,776385,Short-Term (3-12 months),Moderate,Conservative,Retirement,Medium-term,Exclude Sector: Consumer Staples,Prefer ESG: Waters Corporation (WAT),Taxable
6ca5d75222c8,32,Single,0,Human Resource & Employment Services,98101,WA,True,1275081,Medium-Term (1-5 years),Moderate,Aggressive,Retirement,Medium-term,Exclude Sector: Industrials,Prefer ESG in: Consumer Discretionary,Taxable
24f39a90ca1f,55,Married,2,Industrial Machinery & Supplies & Components,71602,AR,True,684844,Immediate (0-3 months),Limited,Conservative,Philanthropy,Medium-term,Exclude Company: Fox Corporation (Class A) (FOXA) | Apple Inc. (AAPL),Prefer ESG: Occidental Petroleum (OXY),Taxable
00fb4c57aa09,38,Married,0,Integrated Telecommunication Services,02905,RI,True,241025,Long-Term (5+ years),Professional,Moderate,Philanthropy,Long-term,Exclude Company: Waters Corporation (WAT) | Estae Lauder Companies (The) (EL) | Exelon (EXC),Prefer ESG in: Industrials,Tax-deferred
3c08b1e3ea92,45,Married,3,Construction & Engineering,44104,OH,True,409973,Short-Term (3-12 months),Professional,Moderate,Philanthropy,Short-term,Exclude Industry: Movies & Entertainment,Prefer ESG in: Agricultural Products & Services,Taxable
7184e2e3a21e,30,Married,2,Insurance Brokers,15201,PA,True,860153,Long-Term (5+ years),Moderate,Aggressive,Education,Medium-term,Exclude Industry: Agricultural Products & Services,Prefer ESG: Mondelez International (MDLZ),Tax-deferred
ddc4951ebd99,27,Married,2,Multi-Utilities,02903,RI,True,251247,Medium-Term (1-5 years),None,Aggressive,Education,Long-term,None,Prefer ESG in: Paper & Plastic Packaging Products & Materials,Tax-deferred
a5c14993f76a,49,Married,3,Broadcasting,53201,WI,True,284752,Immediate (0-3 months),Sophisticated,Aggressive,Retirement,Long-term,None,Prefer ESG in: Copper,Tax-deferred
06a5c91898e3,23,Single,0,Rail Transportation,54601,WI,False,290031,Immediate (0-3 months),None,Conservative,Income,Short-term,Exclude Industry: Life Sciences Tools & Services,No specific preference,Taxable
6e214421d2c0,55,Married,4,Paper & Plastic Packaging Products & Materials,90214,CA,True,390354,Medium-Term (1-5 years),Limited,Conservative,Education,Medium-term,Exclude Company: Ford Motor Company (F) | Equinix (EQIX),Prefer ESG: Alliant Energy (LNT),Tax-deferred
d8c366f64b6d,41,Married,1,Publishing,38102,TN,True,118693,Medium-Term (1-5 years),Sophisticated,Aggressive,Retirement,Short-term,None,Prefer ESG in: Advertising,Taxable
58bfb2a3e0e2,50,Single,3,Electric Utilities,97201,OR,True,887574,Long-Term (5+ years),Sophisticated,Conservative,Education,Medium-term,Exclude Sector: Materials,Prefer ESG in: Specialty Chemicals,Tax-deferred
eec60225da59,24,Single,0,Steel,59102,MT,True,566508,Short-Term (3-12 months),Experienced,Moderate,Retirement,Short-term,None,Prefer ESG in: Energy,Tax-deferred
f6f042faee15,71,Single,3,Life & Health Insurance,05403,VT,True,214438,Immediate (0-3 months),Moderate,Conservative,Philanthropy,Medium-term,Exclude Company: Duke Energy (DUK),Prefer ESG in: Diversified Support Services,Tax-deferred
0cccceb083f8,62,Single,0,IT Consulting & Other Services,01701,MA,True,132404,Immediate (0-3 months),Moderate,Moderate,Retirement,Medium-term,Exclude Company: DTE Energy (DTE) | T. Rowe Price (TROW) | Waters Corporation (WAT),Prefer ESG: ExxonMobil (XOM),Tax-deferred
ae951eee9c4b,40,Married,2,Insurance Brokers,67204,KS,True,601130,Immediate (0-3 months),Sophisticated,Aggressive,Income,Long-term,Exclude Company: American Express (AXP) | Avery Dennison (AVY),Prefer ESG in: Consumer Staples,Taxable
13ead11bca33,42,Single,3,Agricultural & Farm Machinery,05401,VT,True,641213,Immediate (0-3 months),Sophisticated,Aggressive,Retirement,Long-term,Exclude Sector: Real Estate,Prefer ESG: Fox Corporation (Class A) (FOXA),Tax-deferred
b2f3a7bde9e9,65,Married,0,Industrial REITs,99506,AK,True,489202,Immediate (0-3 months),Professional,Conservative,Retirement,Long-term,Exclude Industry: Health Care Equipment,No specific preference,Tax-deferred
39e79e421d7d,39,Married,2,Electronic Equipment & Instruments,54602,WI,True,1550044,Medium-Term (1-5 years),Moderate,Conservative,Income,Long-term,Exclude Sector: Materials,Prefer ESG in: Materials,Tax-deferred
92b6dfe78aca,70,Married,4,Multi-Sector Holdings,73102,OK,True,1421970,Long-Term (5+ years),Experienced,Aggressive,Income,Short-term,Exclude Company: CME Group (CME),Prefer ESG in: Restaurants,Taxable
4787745a16f7,52,Single,4,Consumer Electronics,98105,WA,True,595105,Short-Term (3-12 months),None,Conservative,Philanthropy,Short-term,Exclude Sector: Real Estate,Prefer ESG in: Industrials,Tax-deferred
4ef3154d2410,52,Married,3,Fertilizers & Agricultural Chemicals,03103,NH,True,1457818,Long-Term (5+ years),Sophisticated,Moderate,Income,Short-term,Exclude Sector: Industrials,Prefer ESG in: Consumer Discretionary,Tax-deferred
ea825124ca02,48,Married,2,Transaction & Payment Processing Services,68103,NE,True,347283,Immediate (0-3 months),Moderate,Aggressive,Education,Long-term,None,Prefer ESG in: Materials,Tax-deferred
951c49f973bb,50,Married,0,Electrical Components & Equipment,23220,VA,True,1451022,Short-Term (3-12 months),Experienced,Conservative,Education,Short-term,None,Prefer ESG in: Timber REITs,Taxable
7f730e268ed4,55,Single,4,Industrial Machinery & Supplies & Components,04105,ME,True,269277,Short-Term (3-12 months),Moderate,Conservative,Education,Medium-term,Exclude Sector: Consumer Staples,Prefer ESG in: Information Technology,Taxable
d4455e10a458,47,Married,1,Distillers & Vintners,85004,AZ,True,539474,Short-Term (3-12 months),None,Moderate,Retirement,Medium-term,Exclude Company: Abbott Laboratories (ABT) | Apple Inc. (AAPL) | Verisign (VRSN),Prefer ESG in: Utilities,Taxable
f4409bb8e750,37,Married,4,Electrical Components & Equipment,47902,IN,False,1562070,Immediate (0-3 months),Sophisticated,Moderate,Education,Medium-term,Exclude Industry: Semiconductors,Prefer ESG in: Real Estate,Taxable
b199ae713e24,71,Married,3,Retail REITs,89103,NV,True,606449,Long-Term (5+ years),Sophisticated,Moderate,Retirement,Medium-term,Exclude Industry: Health Care Technology,Prefer ESG in: Restaurants,Taxable
20f59c5ad706,38,Married,4,Pharmaceuticals,68104,NE,True,141044,Medium-Term (1-5 years),Professional,Conservative,Retirement,Short-term,Exclude Company: Advanced Micro Devices (AMD) | Verisign (VRSN),Prefer ESG: Old Dominion (ODFL),Taxable
fab89019ca0f,74,Married,2,Research & Consulting Services,10006,NY,True,436846,Immediate (0-3 months),Experienced,Conservative,Retirement,Medium-term,None,No specific preference,Taxable
77d708f4a69e,54,Married,4,Fertilizers & Agricultural Chemicals,33101,FL,True,759234,Medium-Term (1-5 years),Sophisticated,Aggressive,Retirement,Short-term,Exclude Sector: Consumer Staples,Prefer ESG: Extra Space Storage (EXR),Taxable
c657dcd88c52,67,Married,2,Health Care Services,35203,AL,True,248113,Short-Term (3-12 months),Experienced,Conservative,Education,Medium-term,None,Prefer ESG in: Agricultural Products & Services,Taxable
4954e37f7816,73,Married,3,Home Furnishings,57103,SD,True,1054119,Long-Term (5+ years),Experienced,Conservative,Education,Medium-term,Exclude Industry: Distributors,No specific preference,Taxable
999f035ac5e3,21,Single,1,Human Resource & Employment Services,02905,RI,True,574272,Long-Term (5+ years),Limited,Aggressive,Education,Long-term,None,Prefer ESG in: Aerospace & Defense,Tax-deferred
8eeb0325ad1f,53,Single,3,Semiconductors,38601,MS,True,117979,Medium-Term (1-5 years),Moderate,Moderate,Retirement,Short-term,Exclude Industry: Multi-Utilities,Prefer ESG in: Materials,Tax-deferred
be14fe7d5d6f,39,Single,1,Footwear,33105,FL,True,228951,Short-Term (3-12 months),Limited,Aggressive,Retirement,Medium-term,Exclude Industry: Semiconductor Materials & Equipment,Prefer ESG in: Commodity Chemicals,Taxable
655cc773ede8,60,Single,3,Agricultural Products & Services,57104,SD,True,162747,Long-Term (5+ years),Professional,Conservative,Education,Medium-term,Exclude Sector: Industrials,No specific preference,Tax-deferred
df84ef3c7c5c,48,Married,0,Gas Utilities,64102,MO,True,113460,Immediate (0-3 months),Limited,Conservative,Retirement,Medium-term,Exclude Sector: Energy,Prefer ESG in: Electronic Manufacturing Services,Taxable
d7ce70864d52,25,Married,0,Agricultural Products & Services,58105,ND,True,165590,Medium-Term (1-5 years),Experienced,Aggressive,Retirement,Medium-term,None,Prefer ESG in: Industrials,Taxable
ef753ad954bd,76,Married,0,Diversified Banks,60605,IL,True,167916,Medium-Term (1-5 years),Moderate,Moderate,Philanthropy,Short-term,"Exclude Industry: Metal, Glass & Plastic Containers",Prefer ESG: Apple Inc. (AAPL),Taxable
611a9468d6c1,26,Married,0,Health Care Services,19905,DE,True,358598,Long-Term (5+ years),None,Moderate,Education,Short-term,Exclude Sector: Financials,Prefer ESG: PPG Industries (PPG),Tax-deferred
3166d3ee7f3f,62,Single,2,Investment Banking & Brokerage,02102,MA,True,211234,Immediate (0-3 months),Moderate,Moderate,Education,Medium-term,Exclude Sector: Health Care,Prefer ESG in: Energy,Taxable
baf084aec06b,32,Married,2,Interactive Home Entertainment,37203,TN,True,910147,Short-Term (3-12 months),Limited,Moderate,Income,Medium-term,None,No specific preference,Tax-deferred
16fd16758c6e,21,Married,0,Self-Storage REITs,78702,TX,True,909103,Medium-Term (1-5 years),Limited,Moderate,Income,Short-term,Exclude Industry: Industrial Machinery & Supplies & Components,Prefer ESG in: Commodity Chemicals,Taxable
4f32f88c9a69,23,Single,0,Application Software,05404,VT,True,154897,Long-Term (5+ years),Professional,Moderate,Education,Short-term,Exclude Sector: Materials,No specific preference,Taxable
02c638e13d4d,64,Married,4,"Metal, Glass & Plastic Containers",27602,NC,True,170794,Long-Term (5+ years),Limited,Moderate,Education,Short-term,Exclude Industry: Internet Services & Infrastructure,Prefer ESG in: Health Care,Tax-deferred
1f9bd87fe087,53,Married,2,Broadcasting,43201,OH,True,557694,Short-Term (3-12 months),None,Moderate,Education,Medium-term,None,Prefer ESG in: Fertilizers & Agricultural Chemicals,Taxable
bd21e4b4432c,52,Single,4,Integrated Oil & Gas,71602,AR,False,160875,Short-Term (3-12 months),Limited,Aggressive,Philanthropy,Long-term,Exclude Industry: Oil & Gas Refining & Marketing,Prefer ESG: A. O. Smith (AOS),Taxable
ebb3486d7571,27,Single,1,Tobacco,04101,ME,False,173527,Medium-Term (1-5 years),Limited,Conservative,Education,Long-term,Exclude Industry: Oil & Gas Refining & Marketing,No specific preference,Tax-deferred
b100ebda8c92,67,Married,2,Systems Software,49502,MI,True,218959,Immediate (0-3 months),Experienced,Moderate,Income,Medium-term,Exclude Industry: Oil & Gas Storage & Transportation,Prefer ESG in: Real Estate Services,Tax-deferred
b8549a383d27,72,Married,0,Aerospace & Defense,25301,WV,True,486397,Immediate (0-3 months),Moderate,Conservative,Philanthropy,Long-term,Exclude Sector: Real Estate,No specific preference,Taxable
bb96ddf433b6,55,Married,0,"Hotels, Resorts & Cruise Lines",96803,HI,True,671685,Immediate (0-3 months),Experienced,Conservative,Income,Medium-term,Exclude Industry: Consumer Finance,Prefer ESG: General Mills (GIS),Taxable
37f961cd1551,48,Married,2,Gas Utilities,90211,CA,True,1850283,Immediate (0-3 months),Limited,Conservative,Education,Short-term,Exclude Industry: Electronic Components,Prefer ESG: Hilton Worldwide (HLT),Tax-deferred
65655f239b12,43,Single,1,Oil & Gas Refining & Marketing,25302,WV,True,975800,Medium-Term (1-5 years),Moderate,Conservative,Income,Medium-term,Exclude Industry: Consumer Electronics,Prefer ESG in: Paper & Plastic Packaging Products & Materials,Taxable
5c19409568fa,41,Single,4,Diversified Support Services,89104,NV,False,1365190,Long-Term (5+ years),Professional,Moderate,Education,Medium-term,Exclude Industry: Soft Drinks & Non-alcoholic Beverages,Prefer ESG in: Health Care,Taxable
15b56b5c51b8,45,Married,0,Restaurants,83705,ID,True,1436788,Medium-Term (1-5 years),Moderate,Aggressive,Income,Short-term,Exclude Industry: Diversified Banks,No specific preference,Tax-deferred
816204781dd6,75,Married,3,Hotel & Resort REITs,23220,VA,True,120676,Medium-Term (1-5 years),Experienced,Conservative,Education,Short-term,None,No specific preference,Taxable
c925220fdb19,55,Married,0,Agricultural Products & Services,72205,AR,True,749466,Medium-Term (1-5 years),Limited,Conservative,Retirement,Long-term,None,Prefer ESG in: Packaged Foods & Meats,Tax-deferred
aebdb51bc723,50,Married,1,Integrated Oil & Gas,04101,ME,True,1100884,Immediate (0-3 months),Sophisticated,Conservative,Philanthropy,Medium-term,Exclude Sector: Information Technology,Prefer ESG in: Financials,Tax-deferred
9c4ebca5bc66,56,Married,2,"Metal, Glass & Plastic Containers",58104,ND,False,642862,Short-Term (3-12 months),Moderate,Conservative,Philanthropy,Medium-term,None,Prefer ESG: Exelon (EXC),Taxable
ce912ca0a13c,35,Married,4,Food Retail,25304,WV,False,198432,Long-Term (5+ years),Experienced,Conservative,Income,Medium-term,Exclude Sector: Health Care,Prefer ESG: Invesco (IVZ),Tax-deferred
54ecc7d72234,60,Married,4,Broadline Retail,02904,RI,True,280248,Long-Term (5+ years),Professional,Moderate,Retirement,Medium-term,Exclude Sector: Utilities,Prefer ESG: Fox Corporation (Class A) (FOXA),Taxable
86c5baf0530a,31,Single,1,Automobile Manufacturers,19105,PA,True,1168590,Medium-Term (1-5 years),Sophisticated,Aggressive,Education,Short-term,Exclude Sector: Health Care,Prefer ESG in: Industrial Machinery & Supplies & Components,Tax-deferred
7a708a7d98be,71,Married,0,Construction Machinery & Heavy Transportation Equipment,02905,RI,True,127317,Long-Term (5+ years),Experienced,Conservative,Retirement,Short-term,Exclude Company: Trane Technologies (TT) | Exelon (EXC),No specific preference,Tax-deferred
620cae0eabf4,30,Married,2,Specialized Consumer Services,55402,MN,True,1752786,Medium-Term (1-5 years),Sophisticated,Aggressive,Retirement,Short-term,Exclude Industry: Integrated Telecommunication Services,Prefer ESG in: Industrials,Taxable
e8d7fa73407e,72,Married,1,Biotechnology,02901,RI,True,292498,Medium-Term (1-5 years),Experienced,Conservative,Education,Long-term,Exclude Sector: Consumer Discretionary,Prefer ESG: Trane Technologies (TT),Taxable
1681e230578f,68,Married,1,Systems Software,50304,IA,True,1359595,Medium-Term (1-5 years),Experienced,Aggressive,Retirement,Medium-term,Exclude Industry: Self-Storage REITs,Prefer ESG: Ecolab (ECL),Tax-deferred
aa03c8435846,41,Married,3,Household Products,73104,OK,True,237133,Short-Term (3-12 months),None,Moderate,Retirement,Medium-term,Exclude Company: Avery Dennison (AVY),Prefer ESG in: Health Care,Tax-deferred
f9d472a27a7d,22,Single,1,Health Care Equipment,19802,DE,False,597251,Long-Term (5+ years),Moderate,Conservative,Income,Short-term,Exclude Company: Advanced Micro Devices (AMD),No specific preference,Tax-deferred
4214449b0ecb,29,Single,0,Agricultural & Farm Machinery,84103,UT,False,438186,Immediate (0-3 months),Sophisticated,Aggressive,Retirement,Long-term,Exclude Company: Paramount Global (PARA),No specific preference,Tax-deferred
a20452fbaf8c,34,Married,1,Water Utilities,85302,AZ,True,365796,Medium-Term (1-5 years),Professional,Conservative,Retirement,Short-term,Exclude Sector: Energy,Prefer ESG: Coterra (CTRA),Taxable
665b8f513e05,42,Married,4,Timber REITs,54602,WI,True,1149663,Long-Term (5+ years),None,Aggressive,Retirement,Medium-term,Exclude Company: BXP  Inc. (BXP),Prefer ESG: CF Industries (CF),Tax-deferred
dfe5d8c14ae2,43,Married,0,Computer & Electronics Retail,99507,AK,True,278701,Long-Term (5+ years),Sophisticated,Conservative,Philanthropy,Long-term,None,Prefer ESG in: Information Technology,Tax-deferred
00ef2b7eecca,54,Married,3,Oil & Gas Exploration & Production,52801,IA,False,215656,Medium-Term (1-5 years),None,Aggressive,Income,Short-term,Exclude Industry: Life & Health Insurance,Prefer ESG in: Materials,Tax-deferred
001c66caf3b4,63,Married,2,Agricultural & Farm Machinery,84101,UT,False,635573,Long-Term (5+ years),Moderate,Moderate,Education,Long-term,Exclude Sector: Consumer Discretionary,No specific preference,Tax-deferred
c988f7b9acff,34,Married,4,Timber REITs,29401,SC,True,264210,Short-Term (3-12 months),Limited,Conservative,Retirement,Short-term,Exclude Industry: Distillers & Vintners,Prefer ESG in: Consumer Staples,Taxable
6a7736c14dee,46,Single,2,Agricultural & Farm Machinery,21205,MD,False,351785,Immediate (0-3 months),Professional,Aggressive,Philanthropy,Medium-term,None,Prefer ESG: American Express (AXP),Tax-deferred
066e9b687ff1,56,Single,2,Specialized Consumer Services,70114,LA,True,192028,Short-Term (3-12 months),Professional,Conservative,Education,Medium-term,Exclude Sector: Consumer Discretionary,Prefer ESG in: Energy,Tax-deferred
5eb7fed0b34e,65,Married,4,Asset Management & Custody Banks,89105,NV,True,147225,Short-Term (3-12 months),Moderate,Moderate,Retirement,Long-term,Exclude Company: Verisign (VRSN),Prefer ESG in: Brewers,Tax-deferred
a99190575d7f,49,Single,4,Personal Care Products,20602,MD,True,790607,Medium-Term (1-5 years),Limited,Moderate,Retirement,Long-term,Exclude Sector: Health Care,No specific preference,Taxable
bdc531d9c162,68,Married,1,Soft Drinks & Non-alcoholic Beverages,23221,VA,True,1827022,Immediate (0-3 months),Experienced,Moderate,Education,Medium-term,Exclude Industry: Food Retail,Prefer ESG in: Communication Services,Taxable
e06b0ede620f,26,Married,0,Communications Equipment,29205,SC,True,112432,Long-Term (5+ years),Limited,Moderate,Retirement,Long-term,Exclude Industry: Apparel Retail,Prefer ESG in: Household Products,Taxable
3161add2a07e,51,Married,4,Research & Consulting Services,28201,NC,True,1871114,Immediate (0-3 months),None,Aggressive,Education,Long-term,None,Prefer ESG in: Health Care,Tax-deferred
53c55d9f154b,44,Single,4,Multi-line Insurance,60606,IL,True,411618,Medium-Term (1-5 years),None,Conservative,Philanthropy,Short-term,Exclude Industry: Construction Machinery & Heavy Transportation Equipment,Prefer ESG: Ross Stores (ROST),Taxable
75a776244a6d,44,Married,0,Independent Power Producers & Energy Traders,19802,DE,True,204676,Long-Term (5+ years),Limited,Conservative,Retirement,Long-term,None,Prefer ESG: American Express (AXP),Tax-deferred
f30063de0c98,31,Married,0,Broadline Retail,57101,SD,True,943848,Medium-Term (1-5 years),Experienced,Moderate,Education,Long-term,None,Prefer ESG in: Information Technology,Taxable
33fb6b5721e7,52,Married,3,Electronic Components,29204,SC,True,604743,Short-Term (3-12 months),Sophisticated,Aggressive,Philanthropy,Short-term,Exclude Company: Exelon (EXC),No specific preference,Tax-deferred
861862bf18b0,49,Single,1,Health Care Services,30304,GA,True,1118349,Immediate (0-3 months),Moderate,Aggressive,Retirement,Long-term,Exclude Industry: Fertilizers & Agricultural Chemicals,Prefer ESG in: Brewers,Tax-deferred
1c1dfaa0b89f,53,Single,3,Restaurants,20602,MD,False,565646,Short-Term (3-12 months),Professional,Moderate,Education,Long-term,Exclude Sector: Consumer Staples,No specific preference,Taxable
3c681032499e,45,Single,3,Personal Care Products,19801,DE,True,187531,Long-Term (5+ years),Limited,Aggressive,Philanthropy,Short-term,Exclude Company: Paramount Global (PARA) | Waters Corporation (WAT),Prefer ESG: Waters Corporation (WAT),Tax-deferred
65202a64d99c,35,Married,4,Health Care Services,85302,AZ,True,1183931,Medium-Term (1-5 years),Experienced,Moderate,Retirement,Medium-term,Exclude Company: Uber (UBER) | Amcor (AMCR),No specific preference,Taxable
a4cf990ecd9f,72,Single,3,Biotechnology,33105,FL,True,902327,Immediate (0-3 months),Experienced,Conservative,Retirement,Long-term,Exclude Company: EOG Resources (EOG) | Vici Properties (VICI) | CF Industries (CF),Prefer ESG in: Construction & Engineering,Tax-deferred
0f841e0ba6dc,65,Married,2,Multi-line Insurance,58105,ND,True,799661,Short-Term (3-12 months),Experienced,Conservative,Retirement,Long-term,Exclude Company: Illinois Tool Works (ITW) | Campbells Company (The) (CPB) | T. Rowe Price (TROW),Prefer ESG: Mondelez International (MDLZ),Taxable
a30f65e2ef76,31,Married,4,Technology Distributors,35201,AL,True,931036,Immediate (0-3 months),Limited,Moderate,Income,Short-term,Exclude Sector: Financials,Prefer ESG in: Industrial Conglomerates,Taxable
1a7a6882c86f,72,Single,1,Pharmaceuticals,02102,MA,True,223255,Medium-Term (1-5 years),Experienced,Conservative,Income,Short-term,Exclude Industry: Health Care Services,Prefer ESG: ExxonMobil (XOM),Tax-deferred
f1859f548f14,60,Single,3,Commodity Chemicals,57103,SD,True,674803,Medium-Term (1-5 years),Experienced,Moderate,Philanthropy,Medium-term,None,No specific preference,Taxable
a118e5baaeb8,50,Married,2,Apparel Retail,57501,SD,True,723655,Immediate (0-3 months),Moderate,Aggressive,Philanthropy,Short-term,Exclude Sector: Health Care,No specific preference,Tax-deferred
35b9d1b6ce38,47,Single,3,Cargo Ground Transportation,53201,WI,True,622827,Medium-Term (1-5 years),Experienced,Conservative,Education,Medium-term,None,Prefer ESG: Campbells Company (The) (CPB),Taxable
6a7d91934591,71,Married,4,Footwear,83001,WY,True,1531484,Immediate (0-3 months),Limited,Aggressive,Education,Long-term,Exclude Industry: Semiconductors,No specific preference,Tax-deferred
d5b4f2a711d2,78,Single,1,Paper & Plastic Packaging Products & Materials,44104,OH,True,257684,Short-Term (3-12 months),Experienced,Moderate,Retirement,Medium-term,Exclude Sector: Energy,Prefer ESG: Old Dominion (ODFL),Taxable
5010dadae750,60,Single,4,Soft Drinks & Non-alcoholic Beverages,02103,MA,True,1539284,Medium-Term (1-5 years),None,Conservative,Philanthropy,Long-term,Exclude Sector: Information Technology,Prefer ESG: Paramount Global (PARA),Tax-deferred
68b56dc12865,50,Married,0,Electric Utilities,57102,SD,True,106124,Immediate (0-3 months),Sophisticated,Moderate,Education,Long-term,Exclude Industry: Pharmaceuticals,Prefer ESG: Tesla  Inc. (TSLA),Tax-deferred
b8b1e99b5f60,22,Single,2,Diversified Support Services,30305,GA,True,1906849,Long-Term (5+ years),Limited,Moderate,Retirement,Long-term,"Exclude Industry: Technology Hardware, Storage & Peripherals",Prefer ESG in: Energy,Tax-deferred
5b20ae72643c,72,Single,1,Internet Services & Infrastructure,19104,PA,True,1830620,Medium-Term (1-5 years),Sophisticated,Moderate,Income,Medium-term,Exclude Industry: Integrated Oil & Gas,Prefer ESG: Pinnacle West Capital (PNW),Taxable
afae729ea10e,36,Single,0,Research & Consulting Services,84103,UT,True,370213,Immediate (0-3 months),None,Moderate,Education,Medium-term,Exclude Company: T. Rowe Price (TROW) | General Mills (GIS) | PPG Industries (PPG),No specific preference,Tax-deferred
ee632a8b959e,60,Single,4,Health Care Services,19104,PA,True,1540356,Short-Term (3-12 months),Moderate,Moderate,Retirement,Short-term,Exclude Sector: Financials,No specific preference,Taxable
be9a3c1aa038,63,Married,4,Distributors,25303,WV,True,404639,Medium-Term (1-5 years),Experienced,Conservative,Income,Long-term,None,Prefer ESG: PPG Industries (PPG),Tax-deferred
3e1c4cb26845,41,Single,1,Multi-Sector Holdings,80203,CO,True,288313,Short-Term (3-12 months),Moderate,Moderate,Retirement,Short-term,Exclude Sector: Energy,No specific preference,Taxable
cb5fdd7db2cc,23,Single,1,Interactive Media & Services,37204,TN,True,739731,Short-Term (3-12 months),Sophisticated,Aggressive,Education,Short-term,Exclude Industry: Human Resource & Employment Services,Prefer ESG: Keurig Dr Pepper (KDP),Taxable
fde95aa10816,45,Single,3,Health Care REITs,23221,VA,True,332658,Immediate (0-3 months),None,Moderate,Retirement,Long-term,Exclude Industry: Specialty Chemicals,Prefer ESG: Extra Space Storage (EXR),Taxable
e1c3e74a60f0,54,Single,3,Electrical Components & Equipment,31401,GA,True,589574,Long-Term (5+ years),Moderate,Aggressive,Retirement,Short-term,None,No specific preference,Taxable
9009816581ed,54,Married,2,Life Sciences Tools & Services,30303,GA,True,1634024,Immediate (0-3 months),Professional,Conservative,Philanthropy,Medium-term,None,Prefer ESG: DTE Energy (DTE),Tax-deferred
0246dc3ad9f7,66,Married,1,Cable & Satellite,37204,TN,True,558529,Immediate (0-3 months),Moderate,Conservative,Retirement,Short-term,Exclude Industry: Interactive Home Entertainment,Prefer ESG in: Independent Power Producers & Energy Traders,Taxable
43aa263b080e,32,Single,0,Broadcasting,77001,TX,True,252285,Immediate (0-3 months),Experienced,Conservative,Philanthropy,Medium-term,Exclude Company: Paramount Global (PARA),Prefer ESG: Fox Corporation (Class A) (FOXA),Tax-deferred
8c3f4b2b51cc,65,Single,1,Retail REITs,33102,FL,False,120203,Long-Term (5+ years),Experienced,Moderate,Education,Long-term,Exclude Sector: Health Care,Prefer ESG: Uber (UBER),Taxable
a1c6629b2119,36,Married,0,Agricultural & Farm Machinery,39205,MS,True,213852,Long-Term (5+ years),Limited,Aggressive,Education,Long-term,Exclude Sector: Health Care,Prefer ESG in: Materials,Taxable
b10a4af99468,65,Single,0,Human Resource & Employment Services,84101,UT,True,1174925,Medium-Term (1-5 years),Moderate,Moderate,Retirement,Medium-term,None,Prefer ESG in: Wireless Telecommunication Services,Taxable
e29620d5a420,66,Single,2,Building Products,53201,WI,True,738689,Medium-Term (1-5 years),Moderate,Moderate,Income,Medium-term,Exclude Sector: Communication Services,Prefer ESG: Ecolab (ECL),Tax-deferred
4df9fb111161,43,Single,3,Health Care Equipment,37205,TN,True,1785950,Long-Term (5+ years),None,Moderate,Philanthropy,Short-term,Exclude Company: Weyerhaeuser (WY) | Ross Stores (ROST),Prefer ESG in: Financial Exchanges & Data,Tax-deferred
079610349013,50,Married,1,Diversified Banks,29205,SC,True,403490,Short-Term (3-12 months),None,Moderate,Income,Long-term,Exclude Company: Tesla  Inc. (TSLA),No specific preference,Taxable
9a7c34c94d45,61,Single,4,Data Processing & Outsourced Services,19101,PA,True,137675,Medium-Term (1-5 years),Sophisticated,Conservative,Income,Medium-term,Exclude Sector: Materials,Prefer ESG: Old Dominion (ODFL),Taxable
